candidate_id,candidate,2/6/2020,2/7/2020
1,Biden,24.27559,24.262710000000002
2,Buttigieg,8.359316,8.373781
3,Klobuchar,3.7795410000000005,3.777914
4,Sanders,21.37746,21.37582
5,Steyer,2.2190849999999998,2.220774
6,Warren,13.272079999999999,13.28394
7,Yang,4.168553,4.174042
